ZIP,TRACT,RES_RATIO,DATE,ZIP,TRACT,RES_RATIO,DATE,ZIP,TRACT,RES_RATIO,DATE
,,,,,,,,94124,6075061200.0,0.09546577416527213,2022-06-01
,,,,,,,,94124,6075980600.0,0.053550083672005734,2022-06-01
,,,,,,,,94124,6075026402.0,0.0003187504980476532,2022-06-01
,,,,,,,,94124,6075061000.0,0.06630010359391186,2022-06-01
,,,,,,,,94124,6075023103.0,0.12152362738066778,2022-06-01
,,,,,,,,94124,6075980900.0,0.0067734480835126305,2022-06-01
,,,,,,,,94124,6075023102.0,0.10717985496852339,2022-06-01
,,,,,,,,94124,6075025702.0,0.0007171886206072197,2022-06-01
,,,,,,,,94124,6075023200.0,0.1522033628177544,2022-06-01
,,,,,,,,94124,6075023400.0,0.0857438839748187,2022-06-01
,,,,,,,,94124,6075023300.0,0.1169017451589768,2022-06-01
,,,,,,,,94124,6075010500.0,0.0,2022-06-01
,,,,,,,,94133,6075061100.0,0.033782397592833205,2022-06-01
,,,,,,,,94133,6075011300.0,0.03672297066265472,2022-06-01
,,,,,,,,94133,6075010200.0,0.008411406688094099,2022-06-01
,,,,,,,,94133,6075010600.0,0.1433358407987417,2022-06-01
,,,,,,,,94133,6075010400.0,0.18361485331327362,2022-06-01
,,,,,,,,94133,6075010900.0,0.004034739793476031,2022-06-01
,,,,,,,,94133,6075010500.0,0.0002735416809136292,2022-06-01
,,,,,,,,94133,6075010800.0,0.10278328660329618,2022-06-01
,,,,,,,,94133,6075010100.0,0.17958011351979758,2022-06-01
,,,,,,,,94133,6075010300.0,0.16036381043561512,2022-06-01
,,,,,,,,94133,6075010700.0,0.1470970389113041,2022-06-01
,,,,,,,,94102,6075012301.0,0.06665702718334297,2022-06-01
,,,,,,,,94102,6075012401.0,0.0840080971659919,2022-06-01
,,,,,,,,94102,6075016300.0,0.04752265278581068,2022-06-01
,,,,,,,,94102,6075016802.0,0.10935993830730673,2022-06-01
