TC02 - Historical Tent Counts,,,,,,,,,,,
Observed,Location,Tents,Structures,Passenger Vehicles,Other Vehicles,District,Neighborhood,Supervisor,Latitude,Longitude,
4/22/20,Intersection of 18TH AVE and LINCOLN WAY,0,0,0,1,TARAVAL,Golden Gate Park,4,37.76558,-122.476,
4/22/20,2040 OAKDALE AVE,0,0,0,2,BAYVIEW,Produce Market,10,37.73943,-122.3987,
4/22/20,161 PHELAN AVE,0,0,0,1,INGLESIDE,Sunnyside,7,37.72723,-122.4524,
4/22/20,Intersection of NEWCOMB AVE and RANKIN ST,0,0,2,1,BAYVIEW,Bayview,10,37.73937,-122.3974,
4/22/20,2306 GREAT HWY,0,0,0,3,TARAVAL,Outer Sunset,4,37.74298,-122.5074,
4/22/20,Intersection of FUNSTON AVE and LINCOLN WAY,0,0,0,1,TARAVAL,Golden Gate Park,5,37.76571,-122.4709,
4/22/20,1310 QUINT ST,0,0,3,4,BAYVIEW,Bayview,10,37.73858,-122.3956,
4/22/20,3417 16TH ST,8,0,0,0,MISSION,Mission Dolores,8,37.76431,-122.4295,
4/22/20,2108 GREAT HWY,0,0,1,0,TARAVAL,Outer Sunset,4,37.74698,-122.5077,
4/22/20,Intersection of 10TH AVE and LINCOLN WAY,0,0,0,1,TARAVAL,Inner Sunset,5,37.76582,-122.4675,
4/22/20,201 HYDE ST,8,0,0,0,TENDERLOIN,Tenderloin,6,37.78252,-122.4158,
4/22/20,Intersection of GREAT HWY and ORTEGA ST,0,0,0,1,TARAVAL,Outer Sunset,4,37.75098,-122.508,
4/22/20,251 HYDE ST,7,0,0,0,TENDERLOIN,Tenderloin,6,37.7833,-122.4159,
4/22/20,1828 OAKDALE AVE,0,0,0,1,BAYVIEW,Bayview,10,37.73706,-122.3946,
4/22/20,655 PRESIDIO AVE,0,0,1,1,RICHMOND,Laurel Heights / Jordan Park,2,37.7858,-122.4473,
4/22/20,300 DOLORES ST,5,0,0,0,MISSION,Mission Dolores,8,37.7646,-122.4265,
4/22/20,1762 GREAT HWY,0,0,0,1,TARAVAL,Outer Sunset,4,37.75354,-122.5086,
4/22/20,413 VALENCIA ST,2,1,0,0,MISSION,Mission,9,37.76626,-122.4216,
4/22/20,1686 INNES AVE,0,0,3,12,BAYVIEW,Bayview,10,37.74023,-122.3903,
4/22/20,110 JULIAN AVE,5,0,0,0,MISSION,Mission,9,37.7663,-122.4211,
4/22/20,750 PHELPS ST,0,0,3,4,BAYVIEW,Bayview,10,37.74075,-122.3905,
4/22/20,650 PHELPS ST,0,0,3,4,BAYVIEW,Bayview,10,37.74142,-122.3898,
4/22/20,71 JULIAN AVE,5,0,0,0,MISSION,Mission,9,37.76721,-122.4211,
4/22/20,Intersection of FAIRFAX AVE and PHELPS ST,0,0,2,2,BAYVIEW,Bayview,10,37.74244,-122.3891,
4/22/20,3750 3RD ST,1,1,0,0,BAYVIEW,Central Waterfront,10,37.74294,-122.388,
4/22/20,97 1ST ST,0,0,0,0,CENTRAL,Financial District,6,37.78989,-122.3975,
4/22/20,1295 EVANS AVE,0,1,0,0,BAYVIEW,Bayview,10,37.73963,-122.3823,
4/22/20,598 MISSION ST,0,0,0,0,SOUTHERN,Financial District,6,37.78813,-122.3998,
4/22/20,Intersection of METSON RD and MIDDLE WEST DR,1,0,0,0,RICHMOND,Golden Gate Park,1,37.76585,-122.4937,
4/22/20,542 EDDY ST,13,0,0,0,TENDERLOIN,Tenderloin,6,37.78349,-122.4167,
4/22/20,502 LARKIN ST,2,0,0,0,TENDERLOIN,Tenderloin,6,37.78258,-122.4174,
4/22/20,789 MISSION ST,0,0,0,0,SOUTHERN,South of Market,6,37.78463,-122.4039,
4/22/20,22 4TH ST,0,0,0,0,TENDERLOIN,South of Market,6,37.78548,-122.4055,
4/22/20,426 LARKIN ST,2,0,0,0,TENDERLOIN,Tenderloin,6,37.78172,-122.4172,
4/22/20,721 MARKET ST,0,0,0,0,TENDERLOIN,South of Market,6,37.78708,-122.4041,
4/22/20,690 14TH ST,4,0,0,0,MISSION,Mission Dolores,8,37.76777,-122.4285,
4/22/20,Intersection of MARKET ST and SUTTER ST,0,0,0,0,CENTRAL,Financial District,3,37.79018,-122.4002,
4/22/20,1225 MISSION ST,3,0,0,0,SOUTHERN,South of Market,6,37.7771,-122.4137,
4/22/20,Intersection of PINE ST and MARKET ST,0,0,0,0,CENTRAL,Financial District,3,37.79236,-122.3974,
4/22/20,250 MARKET ST,0,0,0,0,CENTRAL,Financial District,3,37.79281,-122.397,
4/22/20,2 DRUMM ST,0,0,0,0,CENTRAL,Financial District,6,37.7933,-122.3962,
4/22/20,1 EARL ST,0,0,2,1,BAYVIEW,Hunters Point,10,37.72823,-122.3737,
4/22/20,120 MARKET ST,0,0,0,0,CENTRAL,Financial District,3,37.79434,-122.3953,
4/22/20,Intersection of KISKA RD and KIRKWOOD AVE,0,0,1,1,BAYVIEW,Hunters Point,10,37.7294,-122.3745,
4/22/20,580 STEVENSON ST,1,0,0,0,TENDERLOIN,South of Market,6,37.7805,-122.4113,
4/22/20,10 WOODWARD ST,1,0,0,0,MISSION,Mission,9,37.7697,-122.4209,
4/22/20,1441 STEVENSON ST,13,0,0,0,MISSION,Mission,9,37.76905,-122.4214,
4/22/20,1325 HAWES ST,0,0,2,2,BAYVIEW,Hunters Point,10,37.72752,-122.3821,
4/22/20,1035 PALOU AVE,0,0,8,5,BAYVIEW,Hunters Point,10,37.72788,-122.3811,
4/22/20,Intersection of DIVISION ST and 9TH ST,1,1,0,1,MISSION,Showplace Square,10,37.76905,-122.4061,
4/22/20,Intersection of MIDDLE WEST DR and OVERLOOK DR,1,0,0,0,RICHMOND,Golden Gate Park,1,37.76806,-122.4861,
4/22/20,1080 QUESADA AVE,0,2,2,3,BAYVIEW,Hunters Point,10,37.72683,-122.3799,
4/22/20,51 THE EMBARCADERO,0,0,0,0,SOUTHERN,Rincon Hill,6,37.7895,-122.3887,
4/22/20,532 JESSIE ST,8,0,0,0,TENDERLOIN,South of Market,6,37.78109,-122.4098,
4/22/20,1541 GRIFFITH ST,0,0,2,3,BAYVIEW,Hunters Point,10,37.72542,-122.3817,
4/22/20,Intersection of DIVISION ST and UTAH ST,4,0,0,0,MISSION,Showplace Square,10,37.76928,-122.4069,
4/22/20,1120 THOMAS AVE,0,0,13,7,BAYVIEW,Hunters Point,10,37.72542,-122.3824,
4/22/20,Intersection of 5TH ST and STEVENSON ST,22,0,0,0,TENDERLOIN,South of Market,6,37.78355,-122.4074,
4/22/20,5 THE EMBARCADERO,0,0,0,0,SOUTHERN,South Beach,6,37.78222,-122.3885,
4/22/20,1261 THOMAS AVE,0,0,0,2,BAYVIEW,Hunters Point,10,37.7268,-122.3849,
4/22/20,171 KING ST,0,0,0,0,SOUTHERN,South Beach,6,37.77838,-122.391,
4/22/20,1651 HARRISON ST,0,1,0,0,SOUTHERN,South of Market,6,37.76953,-122.4128,
4/22/20,193 KING ST,0,0,0,0,SOUTHERN,South Beach,6,37.77805,-122.3913,
4/22/20,2000 INGALLS ST,0,0,0,3,BAYVIEW,Bayview,10,37.72666,-122.3863,
4/22/20,850 MISSION ST,3,0,0,0,SOUTHERN,South of Market,6,37.78371,-122.4053,
4/22/20,50 14TH ST,2,0,0,0,MISSION,Mission,9,37.76887,-122.4146,
4/22/20,1280 UNDERWOOD AVE,0,0,0,4,BAYVIEW,Hunters Point,10,37.72634,-122.3858,
4/22/20,Intersection of 13TH ST and BERNICE ST,0,0,0,1,MISSION,South of Market,6,37.76945,-122.414,
4/22/20,135 13TH ST,6,3,0,0,MISSION,Mission,9,37.76964,-122.4163,
4/22/20,280 13TH ST,5,5,0,0,MISSION,South of Market,6,37.77008,-122.4197,
4/22/20,1265 VAN DYKE AVE,0,0,2,7,BAYVIEW,Hunters Point,10,37.72554,-122.386,
4/22/20,Intersection of FREELON ST and 4TH ST,0,0,0,0,SOUTHERN,South of Market,6,37.77869,-122.3969,
4/22/20,1305 WALLACE AVE,1,1,0,0,BAYVIEW,Hunters Point,10,37.72457,-122.3867,
4/22/20,1205 VAN DYKE AVE,0,1,5,5,BAYVIEW,Hunters Point,10,37.72455,-122.3853,
4/22/20,121 4TH ST,0,0,0,0,SOUTHERN,South of Market,6,37.78419,-122.404,
4/22/20,1495 WALLACE AVE,11,0,5,0,BAYVIEW,Bayview,10,37.72628,-122.389,
4/22/20,1517 WALLACE AVE,2,2,5,3,BAYVIEW,Bayview,10,37.72653,-122.3896,
4/22/20,580 OFARRELL ST,3,0,0,0,TENDERLOIN,Tenderloin,6,37.78575,-122.4143,
4/22/20,Intersection of JENNINGS ST and YOSEMITE AVE,0,0,0,4,BAYVIEW,Bayview,10,37.72555,-122.3901,
4/22/20,1425 ARMSTRONG AVE,0,0,0,2,BAYVIEW,Bayview,10,37.7247,-122.3895,
4/22/20,1383 ARMSTRONG AVE,0,0,2,3,BAYVIEW,Hunters Point,10,37.72389,-122.3882,
4/22/20,2501 INGALLS ST,0,0,0,1,BAYVIEW,Hunters Point,10,37.72326,-122.3893,
4/22/20,1460 BANCROFT AVE,0,0,0,6,BAYVIEW,Bayview,10,37.72418,-122.3903,
4/22/20,683 OFARRELL ST,0,0,0,1,TENDERLOIN,Tenderloin,6,37.78537,-122.4159,
4/22/20,2501 JENNINGS ST,0,2,0,0,BAYVIEW,Bayview,10,37.72427,-122.3912,
4/22/20,1544 BANCROFT AVE,0,0,0,1,BAYVIEW,Bayview,10,37.72499,-122.3918,
4/22/20,1475 DONNER AVE,0,4,0,0,BAYVIEW,Bret Harte,10,37.723,-122.3916,
4/22/20,888 OFARRELL ST,10,0,0,0,TENDERLOIN,Tenderloin,6,37.78552,-122.4187,
4/22/20,2626 JENNINGS ST,0,0,1,3,BAYVIEW,Bret Harte,10,37.72358,-122.3919,
4/22/20,1550 CARROLL AVE,1,0,1,1,BAYVIEW,Bayview,10,37.72427,-122.3921,
4/22/20,1420 CARROLL AVE,0,0,1,2,BAYVIEW,Bayview,10,37.72318,-122.3901,
4/22/20,1375 CARROLL AVE,0,1,5,7,BAYVIEW,Bret Harte,10,37.72252,-122.3889,
4/22/20,Intersection of CARROLL AVE and INGALLS ST,0,0,6,5,BAYVIEW,Bret Harte,10,37.72275,-122.3898,
4/22/20,1330 DONNER AVE,0,0,0,4,BAYVIEW,Bret Harte,10,37.72148,-122.3889,
4/22/20,2814 INGALLS ST,0,0,0,1,BAYVIEW,Bret Harte,10,37.7214,-122.391,
4/22/20,201 ELLIS ST,2,0,0,0,TENDERLOIN,Tenderloin,6,37.78526,-122.4098,
4/22/20,1101 FITZGERALD AVE,0,0,6,0,BAYVIEW,Bret Harte,10,37.71974,-122.3896,
4/22/20,498 OFARRELL ST,3,0,0,0,TENDERLOIN,Tenderloin,6,37.78584,-122.4129,
4/22/20,821 INGERSON AVE,0,6,0,0,BAYVIEW,Bret Harte,10,37.71716,-122.3896,
4/22/20,Intersection of GEARY ST and SHANNON ST,2,0,0,0,CENTRAL,Tenderloin,6,37.78684,-122.4124,
4/22/20,700 GILMAN AVE,0,1,15,5,BAYVIEW,Candlestick Point SRA,10,37.71613,-122.3845,
4/22/20,246 EDDY ST,7,0,0,0,TENDERLOIN,Tenderloin,6,37.78421,-122.4118,
4/22/20,344 JONES ST,8,1,0,0,TENDERLOIN,Tenderloin,6,37.78461,-122.4125,
4/22/20,Intersection of COLEMAN ST and END,0,0,15,12,BAYVIEW,Candlestick Point SRA,10,37.70937,-122.3838,
4/22/20,301 ELLIS ST,12,0,0,0,TENDERLOIN,Tenderloin,6,37.78486,-122.4116,
4/22/20,Intersection of TURK ST and TAYLOR ST,4,0,0,0,TENDERLOIN,Tenderloin,6,37.78315,-122.4108,
4/22/20,50 EXECUTIVE PARK BLVD,0,0,0,1,BAYVIEW,Candlestick Point SRA,10,37.70992,-122.3947,
4/22/20,Intersection of MASON ST and EDDY ST,10,0,0,0,TENDERLOIN,Tenderloin,6,37.78434,-122.4092,
4/22/20,30 NIBBI CT,0,0,2,3,BAYVIEW,Little Hollywood,10,37.70992,-122.3963,
4/22/20,225 EDDY ST,14,0,0,0,TENDERLOIN,Tenderloin,6,37.78391,-122.4113,
4/22/20,527 LATHROP AVE,0,0,0,1,BAYVIEW,Little Hollywood,10,37.71015,-122.3972,
4/22/20,359 PENINSULA AVE,0,0,0,1,BAYVIEW,Little Hollywood,10,37.71061,-122.3991,
4/22/20,102 GOLDEN GATE AVE,7,0,0,0,TENDERLOIN,Tenderloin,6,37.78217,-122.4123,
4/22/20,175 JONES ST,11,0,0,0,TENDERLOIN,Tenderloin,6,37.78268,-122.4125,
4/22/20,220 TUNNEL AVE,0,0,0,1,BAYVIEW,Little Hollywood,10,37.71084,-122.4012,
4/22/20,Intersection of HWY 101 S ON RAMP and END,0,1,0,0,INGLESIDE,Portola,10,37.71885,-122.3997,
4/22/20,1485 BAY SHORE BLVD,0,0,3,5,BAYVIEW,Bayview,10,37.72617,-122.4018,
4/22/20,270 GOLDEN GATE AVE,10,0,0,0,TENDERLOIN,Tenderloin,6,37.78176,-122.415,
4/22/20,1828 EGBERT AVE,0,0,0,1,BAYVIEW,Bayview,10,37.72714,-122.4005,
4/22/20,Intersection of LARKIN ST and MCALLISTER ST,15,0,0,0,TENDERLOIN,Civic Center,6,37.78045,-122.417,
4/22/20,100 FULTON ST,63,0,0,0,TENDERLOIN,Civic Center,6,37.77988,-122.4152,
4/21/20,2200 MARKET ST,1,0,0,0,MISSION,Duboce Triangle,8,37.76561,-122.4314,
4/21/20,Intersection of TEHAMA ST and END (100 block of),1,0,0,0,SOUTHERN,South of Market,6,37.78615,-122.398,
4/21/20,151 MINNA ST,0,2,0,0,SOUTHERN,South of Market,6,37.78668,-122.4004,
4/21/20,Intersection of KAPLAN LN and END (000 block of),1,0,0,0,SOUTHERN,South of Market,6,37.78522,-122.3994,
4/21/20,Intersection of WELSH ST and 5TH ST,10,2,0,0,SOUTHERN,South of Market,6,37.77736,-122.3998,
4/21/20,Intersection of 5TH ST and PERRY ST,16,2,0,0,SOUTHERN,South of Market,6,37.77854,-122.4012,
4/21/20,895 MISSION ST,2,1,0,0,SOUTHERN,South of Market,6,37.78283,-122.4064,
4/21/20,1010 MISSION ST,2,0,0,0,SOUTHERN,South of Market,6,37.78062,-122.4092,
4/21/20,464 NATOMA ST,7,0,0,0,SOUTHERN,South of Market,6,37.78072,-122.407,
4/21/20,Intersection of CLEMENTINA ST and 6TH ST,3,0,0,0,SOUTHERN,South of Market,6,37.77901,-122.4061,
4/21/20,Intersection of DECKER ALY and LANGTON ST,0,1,0,0,SOUTHERN,South of Market,6,37.77611,-122.4081,
4/21/20,33 GORDON ST,3,0,0,0,SOUTHERN,South of Market,6,37.77331,-122.4103,
4/21/20,750 STANYAN ST,1,0,0,0,PARK,Cole Valley,5,37.76825,-122.4531,
4/21/20,298 SHIPLEY ST,4,0,0,0,SOUTHERN,South of Market,6,37.7782,-122.4049,
4/21/20,1640 STEINER ST,4,0,0,0,NORTHERN,Lower Pacific Heights,5,37.78466,-122.4347,
4/21/20,380 HAYES ST,3,0,0,0,NORTHERN,Civic Center,5,37.77691,-122.4227,
4/21/20,1600 PAGE ST,2,0,0,0,PARK,Haight Ashbury,5,37.77091,-122.4473,
4/21/20,454 IVY ST,1,0,0,0,NORTHERN,Hayes Valley,5,37.77706,-122.4257,
4/21/20,1575 NORTH POINT ST,4,0,0,0,NORTHERN,Marina,2,37.80417,-122.433,
4/21/20,1478 PAGE ST,2,0,0,0,PARK,Haight Ashbury,5,37.77136,-122.4451,
4/21/20,50 FRANK NORRIS ST,1,0,0,0,NORTHERN,Lower Nob Hill,3,37.78926,-122.4196,
4/21/20,20 CEDAR ST,7,0,0,0,NORTHERN,Lower Nob Hill,6,37.78653,-122.4187,
4/21/20,1016 EDDY ST,5,0,0,0,NORTHERN,Cathedral Hill,5,37.78243,-122.4245,
4/21/20,825 EDDY ST,8,0,0,0,NORTHERN,Cathedral Hill,5,37.78284,-122.4213,
4/21/20,939 ELLIS ST,7,0,0,0,NORTHERN,Cathedral Hill,5,37.78371,-122.4218,
4/21/20,288 OLIVE ST,2,0,0,0,NORTHERN,Cathedral Hill,5,37.78418,-122.4224,
4/21/20,266 WILLOW ST,14,0,0,0,NORTHERN,Cathedral Hill,5,37.78325,-122.4218,
4/21/20,255 LARCH ST,16,0,0,0,NORTHERN,Cathedral Hill,5,37.78236,-122.4214,
4/21/20,335 ELM ST,3,0,0,0,NORTHERN,Cathedral Hill,5,37.78122,-122.4229,
4/21/20,Intersection of 9TH ST and TEHAMA ST,3,1,0,0,SOUTHERN,South of Market,6,37.7746,-122.4127,
4/21/20,930 NATOMA ST,3,1,0,0,SOUTHERN,South of Market,6,37.77416,-122.4154,
4/21/20,375 11TH ST,2,0,0,0,SOUTHERN,South of Market,6,37.77088,-122.4128,
4/21/20,369 DORE ST,16,3,2,0,SOUTHERN,Showplace Square,6,37.76998,-122.4081,
4/21/20,Intersection of BERRY ST and DE HARO ST,0,0,1,1,SOUTHERN,Showplace Square,10,37.76906,-122.4019,
4/21/20,455 IRWIN ST,2,0,1,0,SOUTHERN,Showplace Square,10,37.7676,-122.3987,
4/21/20,Intersection of MISSISSIPPI ST and 17TH ST,1,0,0,1,SOUTHERN,Potrero Hill,10,37.76524,-122.3949,
4/21/20,370 CAROLINA ST,0,0,5,2,SOUTHERN,Potrero Hill,10,37.76409,-122.4006,
4/21/20,299 VERMONT ST,0,0,0,2,SOUTHERN,Showplace Square,10,37.76626,-122.4044,
4/21/20,Intersection of DIVISION ST and SAN BRUNO AVE,3,2,0,0,MISSION,Showplace Square,6,37.7697,-122.4058,
4/21/20,110 12TH ST,1,3,1,0,SOUTHERN,South of Market,6,37.77208,-122.4178,
4/21/20,138 KISSLING ST,5,3,0,0,SOUTHERN,South of Market,6,37.77221,-122.4157,
4/20/20,701 SHRADER ST,4,0,0,0,PARK,Cole Valley,5,37.76843,-122.4518,
4/20/20,1179 OAK ST,5,0,0,0,PARK,Buena Vista,5,37.77301,-122.4388,
4/20/20,370 BRODERICK ST,6,2,0,0,PARK,Panhandle,5,37.77351,-122.4392,
1/22/20,366 BAY SHORE BLVD,0,1,0,0,BAYVIEW,Apparel City,9,37.74171,-122.4069,
1/22/20,Intersection of FAITH ST and HOLLADAY AVE,0,1,0,0,INGLESIDE,Peralta Heights,9,37.74389,-122.4057,
1/22/20,1800 26TH ST,0,1,0,0,BAYVIEW,Potrero Hill,10,37.75095,-122.4028,
1/22/20,1497 SAN BRUNO AVE,1,4,0,0,BAYVIEW,Potrero Hill,10,37.74934,-122.4037,
1/22/20,401 SAN BRUNO AVE,0,1,0,0,MISSION,Potrero Hill,10,37.7646,-122.405,
1/22/20,562 MADRID ST,0,0,0,1,INGLESIDE,Excelsior,11,37.72065,-122.4336,
1/22/20,758 MOSCOW ST,0,0,0,1,INGLESIDE,Excelsior,11,37.71566,-122.4319,
1/22/20,1556 GENEVA AVE,0,0,1,1,INGLESIDE,Crocker Amazon,11,37.71254,-122.4307,
1/22/20,Intersection of MANSELL ST and END (000 block of),0,3,0,0,INGLESIDE,McLaren Park,10,37.7169,-122.4248,
1/22/20,Intersection of WARD ST and SAN BRUNO AVE,0,0,0,3,INGLESIDE,Portola,10,37.71919,-122.4004,
1/22/20,3604 SAN BRUNO AVE,0,0,0,1,INGLESIDE,Portola,10,37.71632,-122.3997,
1/22/20,Intersection of DARTMOUTH ST and MANSELL ST,0,0,0,4,INGLESIDE,Visitacion Valley,10,37.71927,-122.4093,
1/22/20,Intersection of DON CHEE WAY and THE EMBARCADERO,1,0,0,0,CENTRAL,Financial District,3,37.79445,-122.3931,
1/22/20,226 THE EMBARCADERO,2,0,0,0,SOUTHERN,Financial District,6,37.79148,-122.3906,
1/22/20,Intersection of TOMPKINS AVE and BRADFORD ST,1,0,0,0,INGLESIDE,Bernal Heights,9,37.73679,-122.4099,
1/22/20,926 PERALTA AVE,0,0,0,1,INGLESIDE,Bernal Heights,9,37.73764,-122.4091,
1/22/20,Intersection of HILTON ST and CORTLAND AVE,1,0,0,0,BAYVIEW,Apparel City,9,37.7396,-122.4077,
1/22/20,630 4TH ST,1,0,0,0,SOUTHERN,South of Market,6,37.7781,-122.396,
1/22/20,Intersection of CESAR CHAVEZ ST and HWY 101 S ON RAMP,1,0,0,0,MISSION,Peralta Heights,9,37.74881,-122.4061,
1/22/20,Intersection of HEAD ST and PALMETTO AVE,0,1,0,0,TARAVAL,Merced Heights,7,37.71077,-122.4644,
1/22/20,20 FEDERAL ST,1,0,0,0,SOUTHERN,South Beach,6,37.78412,-122.3913,
1/22/20,Intersection of MAYFLOWER ST and END (100 block of),0,0,1,3,INGLESIDE,Bernal Heights,9,37.74255,-122.4103,
1/22/20,3827 ALEMANY BLVD,0,0,0,1,TARAVAL,Merced Heights,7,37.71167,-122.4668,
1/22/20,Intersection of SUMMIT WAY and BROTHERHOOD WAY,0,0,1,0,TARAVAL,Parkmerced,7,37.71393,-122.4748,
1/22/20,1 RINCON ST,0,1,0,0,SOUTHERN,Rincon Hill,6,37.78454,-122.3925,
1/22/20,Intersection of JUNIPERO SERRA BLVD OFF RAMP and BROTHERHOOD WAY,0,1,0,0,TARAVAL,Merced Heights,11,37.71282,-122.4709,
1/22/20,432 BRYANT ST,1,0,0,0,SOUTHERN,South of Market,6,37.78252,-122.3943,
1/22/20,Intersection of GARCES DR and END (500 block of),0,1,0,0,TARAVAL,Parkmerced,7,37.71597,-122.4852,
1/22/20,450 4TH ST,1,0,0,0,SOUTHERN,South of Market,6,37.78008,-122.3989,
1/22/20,395 3RD ST,3,0,0,0,SOUTHERN,South of Market,6,37.78272,-122.3972,
1/22/20,383 ELSIE ST,0,0,0,2,INGLESIDE,Holly Park,9,37.73819,-122.4201,
1/22/20,407 MIGUEL ST,4,0,0,0,INGLESIDE,Fairmount,8,37.73658,-122.4269,
1/22/20,Intersection of ARLINGTON ST and HIGHLAND AVE,2,0,0,0,INGLESIDE,Fairmount,8,37.73772,-122.4256,
1/22/20,26 HIGHLAND AVE,1,0,0,0,INGLESIDE,Holly Park,8,37.73734,-122.4249,
1/22/20,326 HOWARD ST,1,0,0,0,SOUTHERN,South of Market,6,37.78975,-122.3945,
1/22/20,Intersection of MISSION ST and NEW MONTGOMERY ST,1,0,0,0,SOUTHERN,South of Market,6,37.78744,-122.4007,
1/22/20,738 MISSION ST,3,0,0,0,SOUTHERN,South of Market,6,37.78558,-122.4028,
1/22/20,84 4TH ST,1,0,0,0,TENDERLOIN,South of Market,6,37.78465,-122.4044,
1/22/20,782 MARKET ST,2,0,0,0,TENDERLOIN,Downtown / Union Square,3,37.78614,-122.4054,
1/22/20,388 MARKET ST,3,0,0,0,CENTRAL,Financial District,3,37.79203,-122.3981,
1/22/20,Intersection of SAN DIEGO AVE and SAN LUIS AVE,1,0,0,0,TARAVAL,Outer Mission,11,37.70898,-122.4672,
1/22/20,2623 20TH AVE,0,0,0,1,TARAVAL,Parkside,4,37.73883,-122.4765,
1/22/20,4 FARALLONES ST,0,2,0,0,TARAVAL,Oceanview,11,37.71408,-122.4523,
1/22/20,1376 SOUTH VAN NESS AVE,1,0,0,0,MISSION,Mission,9,37.75114,-122.4161,
1/22/20,1173 SOUTH VAN NESS AVE,1,0,0,0,MISSION,Mission,9,37.75435,-122.4165,
1/22/20,2832 SAN JOSE AVE,2,0,0,0,TARAVAL,Oceanview,11,37.71242,-122.4545,
1/22/20,299 SOUTH VAN NESS AVE,3,2,0,0,MISSION,Mission,9,37.76857,-122.4176,
1/22/20,199 NORTH POINT ST,0,0,0,1,CENTRAL,Fisherman's Wharf,3,37.80683,-122.4104,
1/22/20,198 NORTH POINT ST,0,0,0,1,CENTRAL,Fisherman's Wharf,3,37.80704,-122.4102,
1/22/20,2375 POWELL ST,0,0,0,1,CENTRAL,Fisherman's Wharf,3,37.80655,-122.4121,
1/22/20,1901 37TH AVE,0,0,1,0,TARAVAL,Outer Sunset,4,37.75143,-122.4958,
1/22/20,400 BATTERY ST,0,1,0,0,CENTRAL,Financial District,3,37.79506,-122.4002,
1/22/20,1825 FOLSOM ST,0,0,0,1,MISSION,Mission,9,37.76814,-122.4156,
1/22/20,427 BATTERY ST,1,0,0,0,CENTRAL,Financial District,3,37.79537,-122.4005,
1/22/20,1920 FOLSOM ST,0,1,0,0,MISSION,Mission,9,37.76664,-122.4154,
1/22/20,2235 FOLSOM ST,0,0,1,0,MISSION,Mission,9,37.76147,-122.4149,
1/22/20,1912 37TH AVE,0,0,1,0,TARAVAL,Outer Sunset,4,37.75098,-122.4956,
1/22/20,Intersection of 30TH ST and MISSION ST,1,0,0,0,INGLESIDE,Bernal Heights,9,37.7424,-122.4219,
1/22/20,Intersection of MISSION ST and VIRGINIA AVE,1,0,0,0,INGLESIDE,Bernal Heights,9,37.7431,-122.4214,
1/22/20,30 STEUART ST,0,2,0,0,CENTRAL,Financial District,6,37.79411,-122.3943,
1/22/20,2395 HARRISON ST,0,0,0,2,MISSION,Mission,9,37.75942,-122.4126,
1/22/20,3100 19TH ST,0,0,0,2,MISSION,Mission,9,37.76091,-122.4127,
1/22/20,Intersection of HARRISON ST and 18TH ST,0,0,0,3,MISSION,Mission,9,37.76229,-122.4128,
1/22/20,7777 GEARY BLVD,0,0,0,2,RICHMOND,Outer Richmond,1,37.77927,-122.5026,
1/22/20,2051 HARRISON ST,0,0,0,1,MISSION,Mission,9,37.76463,-122.4131,
1/22/20,Intersection of 44TH AVE and GEARY BLVD,0,0,0,1,RICHMOND,Sutro Heights,1,37.77917,-122.5051,
1/22/20,2430 KIRKHAM ST,0,0,0,1,TARAVAL,Outer Sunset,4,37.75939,-122.4871,
1/22/20,Intersection of VICENTE ST and GREAT HWY,0,1,0,0,TARAVAL,Parkside,4,37.73827,-122.5074,
1/22/20,470 TREAT AVE,0,0,2,3,MISSION,Mission,9,37.76243,-122.414,
1/22/20,Intersection of KIRKHAM ST and 17TH AVE,0,0,0,1,TARAVAL,Golden Gate Heights,7,37.75995,-122.4746,
1/22/20,2030 HARRISON ST,0,1,0,2,MISSION,Mission,9,37.76424,-122.4135,
1/22/20,1970 HARRISON ST,0,1,0,0,MISSION,Mission,9,37.766,-122.4132,
1/22/20,1849 HARRISON ST,0,0,0,1,MISSION,Mission,9,37.76752,-122.4133,
1/22/20,1820 HARRISON ST,0,0,0,1,MISSION,Mission,9,37.76831,-122.4134,
1/22/20,440 SPEAR ST,1,0,0,0,SOUTHERN,Rincon Hill,6,37.78847,-122.3889,
1/22/20,1550 BRYANT ST,0,0,0,6,MISSION,Mission,9,37.76771,-122.4107,
1/22/20,1665 BRYANT ST,0,0,0,1,MISSION,Mission,10,37.76611,-122.4105,
1/22/20,Intersection of BEACON ST and DIAMOND ST,0,0,0,1,INGLESIDE,Fairmount,8,37.74255,-122.4355,
1/22/20,522 48TH AVE,0,0,0,1,RICHMOND,Sutro Heights,1,37.77844,-122.5094,
1/22/20,1830 BRYANT ST,2,0,1,1,MISSION,Mission,9,37.76379,-122.4103,
1/22/20,2048 BRYANT ST,0,0,0,3,MISSION,Mission,9,37.7612,-122.4101,
1/22/20,200 MARKET ST,1,0,0,0,CENTRAL,Financial District,3,37.79331,-122.3963,
1/22/20,2 DRUMM ST,1,0,0,0,CENTRAL,Financial District,6,37.7933,-122.3962,
1/22/20,1446 MARKET ST,0,1,0,0,TENDERLOIN,Civic Center,6,37.77595,-122.4184,
1/22/20,3619 CLEMENT ST,0,0,0,1,RICHMOND,Outer Richmond,1,37.78147,-122.4977,
1/22/20,215 MARKET ST,1,0,0,0,CENTRAL,Financial District,6,37.79307,-122.3964,
1/22/20,101 MISSION ST,4,0,0,0,SOUTHERN,Financial District,6,37.79206,-122.3942,
